song_id,title,artist,mood,year,valence,energy,youtube_id
3gOJDrBQwkNltK6jgIq2Mp,Last Rites,Empyria,Angry,2009,0.232,0.863,
4BMEdU2R17xefGHuvmU8PW,Down In the Blue,Buffalo Killers,Angry,2006,0.353,0.607,
1959E5TBfqys0ZnjPpUKBD,"Paper, Rock, Scissors!",First Lady Assassins,Angry,2008,0.383,0.983,
53YLR7CuMhauUfjUXeKb8A,Falling In And Out Of Love,Lita Ford,Angry,2000,0.256,0.779,
04g5K45443hQ6JUlOA1pn1,Never Meant To Be,Im Not A Gun,Angry,2004,0.156,0.675,
7r9CA7CnhbComZukPJ9oBV,Elected - Live,Alice Cooper,Angry,1973,0.386,0.948,
2vjLna64VLEMS3RhuHbZeB,"American Eulogy: Mass Hysteria / Modern World - Live at Akasaka Blitz, Tokyo, Japan, 5/28/09",Green Day,Angry,2009,0.341,0.996,
0UQc1EkgxdIB3nGVTuAXKI,Chinatown,Wild Nothing,Angry,2010,0.16,0.678,
50SV9kwp9RI1WtIHTN0nrl,Light Show,Robert Pollard,Angry,2006,0.321,0.623,
5Zhp2MkD1VPPbBVo88Zs8g,Richard,Kittyhawk,Angry,2000,0.449,0.664,
4vFZ9f07PzKJHZPQfxEyUj,Él Es Rock & Roll,Obus,Angry,2010,0.41,0.964,
0hzPF3nAZciDYBQxMzZZwz,Power,Vivek Shraya,Angry,2007,0.209,0.674,
6Ex1gbuwAtSxRmi6BiJSQF,Schema,Negative Format,Angry,2004,0.432,0.915,
5EevcFipEQDwg7a4cdzFvL,Masturjakor - Kink & Neville Watson Remix,DJ Sprinkles,Angry,2010,0.334,0.918,
37jsnFga1WiDAQ5bdy2qxi,Albatross,Floater,Angry,2000,0.239,0.584,
4p1ekQwSHIJyxNOhYVnnKH,Mustang,Chug,Angry,1996,0.382,0.646,
0cWQm7JjYAnXrkXUkGv1xt,Knockin' On Heaven's Door,Wyclef Jean,Angry,2002,0.442,0.686,
1Ju2CjnkvFUnzOjcGqwoVQ,Bye Bye Bianca,Faster Pussycat,Angry,2006,0.389,0.933,
6yCl1EXbAht5B0C2BjKISg,The Man with the Stick,I-F,Angry,1998,0.065,0.743,
0eM3rvCWSQIy0feuDWqAjH,Creation Myth,Kathy Valentine,Angry,2005,0.273,0.807,
1x0EtYkKGJ8LI7qkQiJnLU,Dirty Hands,Black Lips,Angry,2005,0.402,0.628,
4uFnFFxk4bxMjfIOw0jBUT,Zebra,Man Man,Angry,2004,0.414,0.776,
6IsxxXBqAWymv2ysZiNV9s,A Bit About Myself,Kevin Fox,Angry,2004,0.367,0.566,
6lkyDsbqpLIvxm5n45oyhO,The Back Of Your Car,R. Star,Angry,2005,0.264,0.766,
3ofkmy8g3jdP0GdFgq6oGg,Zombaggedon,Divine Tragedy,Angry,2007,0.397,0.903,
4pSiirsKwrgZutmqCaLOkN,"24 Caprices for Solo Violin, Op. 1: No. 24, Caprice in A Minor ""Tema con Variazioni"" (Quasi Presto)",Niccolò Paganini,Neutral,2017,0.483,0.055,
0nrOzY66pjzNzcZzW98Ke5,"Life, Liberty and the Prosciutto Happiness",Guy Klucevsek,Neutral,2017,0.498,0.512,
3SU1jdsrgvq7qpIg5GCeY7,U Did Me Wrong,ESG,Neutral,2013,0.605,0.198,
4VjIW7aUkg02fqQYB26zzc,Loreley (Sven Wittekind RMX),Hanz Loop,Neutral,2015,0.028,0.464,
0MRRYfMqgWyk5A2IOqYvdu,Do It Well,Bat Boy Bankie,Neutral,2020,0.12,0.509,
40V9mWuKcjeXZY2xI5Fk8W,Alice the Camel,Jeff Beatman,Neutral,2013,0.838,0.144,
7HGK9jGz2qwbuF93JxMhlC,Budila Majka Mehmeda,La Colonie Volvox,Neutral,2013,0.566,0.474,
4yDjzVhXig9tfO7Zv46FE8,Over the Rainbow,Israel Kamakawiwoole,Neutral,2017,0.658,0.153,
1taMbHQymTot6h6k1hTY4L,Stay In Love,Hilary Duff,Neutral,2015,0.493,0.836,
311cAwpVpJ0b4eAoeJPPhc,Smooth Living,Grace Brancale,Neutral,2018,0.256,0.522,
4lBfkT7jk60ScF0Soxe3j3,I'm Tired,The Sacred Shakers,Neutral,2014,0.892,0.524,
7wvE3aKOuFX6z8i7ECrPfR,All For One,Murray Gold,Neutral,2012,0.155,0.525,
5qgN1h3XOoVoR9D1qunX0u,The Green Line,Flipside,Neutral,2015,0.482,0.313,
71qbns6LPrklDaasKHe7i7,Intro,La Carabine,Neutral,2017,0.139,0.503,
65YRtQ9Azg1oWdBQGXICAs,Lemme Be Who I Wanna Be,Tom Freund,Neutral,2014,0.514,0.768,
7xCgMk17KW4mZVmmCtOoBa,Double Tap,Madchild,Neutral,2017,0.494,0.909,
7noznOa2hVnRlS80f6gmvP,Duffle Bag - Cold Mix,Daforce,Neutral,2014,0.484,0.534,
3CFGhT3iQpSzCA9TicZo4v,IDORU - Algorithm Mix,Grimes,Neutral,2020,0.474,0.889,
53FF1WjmqvsiBxPYmrsmIs,hoverbeat,Dakim,Neutral,2019,0.182,0.481,
5WjqW4PtsJNuxHyT9xmMVA,Black Lambo - DreamReaper Remix,Lazerpunk,Neutral,2019,0.502,0.941,
645A6T47n3KjqdRoXXUpMn,Lil Boy Shit,Skooly,Neutral,2020,0.492,0.501,
5kBpbsWvQCpuB9BUUEnWw2,Las Diabolicas,Crippled Black Phoenix,Neutral,2018,0.547,0.808,
3KIgeytWz1kdloasvmNQPB,Garden in the Sky,Martha and the Muffins,Neutral,2014,0.554,0.449,
5MZEaf105vRNAQTjKXqAke,What's on Your Mind - 2015 GH Version,George Benson,Neutral,2015,0.642,0.486,
1lCUP2K8PXTvf4OWgVsMKJ,Kodak Red,OLA RUNT,Neutral,2020,0.47,0.371,
5crMRhcSWN26N6lY3tUeuC,"Divertimento in D Major for Cello and Piano, after Hob. XI.113: III. Allegro di molto",Franz Joseph Haydn,Neutral,2015,0.788,0.236,
6mMs35RcDLGZQcZwM8ipGg,The Bewitching Hour,X-Ray Dog,Neutral,2017,0.273,0.539,
0lsxXkZzBj1soDchMqPRb2,Autos de Amor,Robbie Dupree,Neutral,2017,0.795,0.504,
1R3QZ7jtrpRUBFUOLljL4q,Gratus,Dianna Link,Neutral,2018,0.855,0.005,
7DT4flpEsopipt3XzZvH5a,Dirt,Swamp G,Neutral,2020,0.657,0.482,
0M9N9JWg7TpL1rSeuFDkWd,For You,Ignis Brothers,Neutral,2020,0.815,0.547,
0XjRdRVHuTo099p82CkHw4,My Woman - Live at Long Row,Matthew Frederick,Neutral,2015,0.538,0.452,
793JTIx5oWdprgNh6bnhey,I Won't Be Here,The Reputations,Neutral,2017,0.458,0.601,
2K5PZ01vLieKSh352lCDAa,Have It All,Evie Ladin Band,Neutral,2016,0.523,0.163,
6zC5XZfQBCbLTsx9l9lrEu,Until the End of the World,Masahiro Sugaya,Neutral,2019,0.474,0.083,
0pmLTh9GSQXilnk1kXcONm,Meadowlands,Mango Groove,Neutral,2016,0.58,0.524,
668TuoMfiZTFX445HZ0WPc,Mind Evil Mind,Moksha,Neutral,2017,0.468,0.873,
0Od5NgewZTlogExXBOX5jC,Annan Kaliber,Ant Wan,Neutral,2020,0.52,0.513,
5AGW3yn6JO3uq03iALUVcJ,隨風,新青年理髮廳,Neutral,2014,0.486,0.468,
4LzdPuF0fWaGKfIgbM1nuG,Beginning of Peter's Journey,Igor Wakhevitch,Neutral,2020,0.813,0.317,
5BfxJjDQdvvDeAqYTyerMu,Among the Flames,BlackStar Republic,Neutral,2017,0.458,0.943,
5MtznL7sdZF2S02nJnTyYe,Sick & Tired,Indigo Hearts,Neutral,2019,0.194,0.482,
4SCn9MMlzmtv11zutlzx7m,Can't Tear Down the Walls,Donnie Schexnayder,Neutral,2017,0.461,0.794,
5ThLGA2P1iSG97MEvgYw5T,Singing the Blues,The New Orleans Jazz Vipers,Neutral,2013,0.603,0.41,
4AOBPJCwjjBmopnnlGhpMO,Go to Sleepy Little Baby,Bessie Jones,Neutral,2012,0.501,0.104,
5NpJThPimC1RGS8WR7USYA,Starlight,Humans Cant Reboot,Neutral,2020,0.517,0.793,
2yO2SjQpIuZ6NZd4RkNrS6,Dile,Nelson Meza,Neutral,2014,0.806,0.506,
4A0bgWT0g7oJeiXVG2kWQr,Sleigh Ride,Sing n Play,Neutral,2013,0.831,0.432,
5BfILoVoQNRbOaXYvzKKqV,Kill All Lifeforms - RA-X Remix,Klangstabil,Neutral,2015,0.517,0.903,
1kSqMJ7pBsknfN5vhQshD0,1 of 1,Key Glock,Neutral,2020,0.494,0.58,
3u2m08OkpaOTCisoUODL6P,Domino,J Rice,Neutral,2013,0.893,0.547,
1TLDD62kyg7RcgEXSgxHRx,Faded (So Long),Gyyps,Neutral,2020,0.493,0.533,
0M2ASyWJhjvc4AzneR7sG6,New Rules x Are You That Somebody?,Pentatonix,Neutral,2018,0.804,0.42,
0ylvdhTfsemaPQQv1EqsIH,Spend My Life (Radio Version),Young Soulja The Realest,Neutral,2017,0.796,0.408,
47d8ui7rAcE0GeT70lAXGz,Do You Realize??,The Flaming Lips,Neutral,2018,0.51,0.878,
642viAlZzSCk86rZXi0iAW,Johnny Cutter,Sematary,Neutral,2020,0.458,0.94,
1BdVbHrq76woz0v18LeHpn,California Dreamin On Ya,Joe Matzzie,Neutral,2014,0.492,0.454,
1KuNM9MBYkBXbgFtFXEvTK,Face The Thunder,Sister Electra,Neutral,2018,0.478,0.661,
7rt8e5rmNXJ1MifQF7aZL0,Then Came the Music,Radio Radio,Neutral,2016,0.45,0.683,
4ZxdsypVDQUcBt7L9JbhBY,Hold Me Close,Hollowbelly,Neutral,2013,0.474,0.888,
7F4XnFqaPXctfwIxRdsETz,Hitnlix,Benn Phranq,Neutral,2020,0.641,0.388,
65HKQWBLcZXibPENZvlQLv,Oma,Kölsch,Neutral,2013,0.499,0.698,
2vM3vZbDatFfDu6Rsc5y70,GGBB,ADÉ,Neutral,2020,0.513,0.47,
5IRPIDpFMQQBfKFHRwqdgX,Golden Harvest,Chronologist,Neutral,2019,0.294,0.512,
6muvjxhXezdL2Km2WebMx3,Good Fight,spielgusher,Neutral,2012,0.638,0.264,
6KZDPIDLr5amsoC9UerGaP,Lovin My Fashion!,Autumn!,Neutral,2019,0.507,0.677,
2bR046uSOPSmUB2Ft13IPG,70Y C4R,six impala,Neutral,2020,0.383,0.465,
5fSqbB8McZOAJhB6JpCdCo,Loyalty,Complaint,Neutral,2015,0.516,0.931,
1qVTIa6j0Jm2EzOFyD3gyi,"28 Variations on a Theme by Paganini, Op. 35, Book 1: Variation 7",Johannes Brahms,Neutral,2015,0.943,0.533,
0zQXb7D0wXR24QZpniIb6R,Pièces en ré mineur: IV. Courante [41],Trevor Pinnock,Neutral,2018,0.668,0.413,
5bcJwBywjaz78KTf374PCb,Pang,Caroline Polachek,Neutral,2019,0.547,0.681,
6FWLkC3YuC5CG9NLqjF6dS,Winter's Kill,New Radiant Storm King,Neutral,2014,0.541,0.776,
6PuT6pTf8FpklMo2clddb7,Too Good,Fly By Midnight,Neutral,2017,0.671,0.548,
4mlHnBPIS79OFtVrcx9i3H,Walk Me Home,Brian Dunne,Neutral,2020,0.541,0.576,
0P7mgCKLaUvdDF5OolW6iV,Feels Nice,Immunity of Fate,Neutral,2015,0.489,0.798,
16p0imn0cT5YohKDBQbuf8,Ya Cai,Arpex,Neutral,2013,0.531,0.626,
0YjbfINex5qIYZjQShKg7B,Bohemia After Dark,Erik Friedlander,Neutral,2015,0.478,0.238,
1lzCvwxCYwkS1wTxrXlvn4,Running in Place,Indigo,Neutral,2019,0.769,0.28,
7hdM3l7whE3lTHP6WsoKZT,Reason,Hablot Brown,Neutral,2018,0.553,0.309,
32lXDBa8MHHTo12AxD6Wrk,Close My Eyes,Jesse B Dawg,Neutral,2016,0.159,0.549,
1HjeSU1snPkn2HCltN5iTN,Unknown Track 4,The Contemporary Jazz Quintet,Neutral,2020,0.415,0.464,
7yvN2drG9wSe7bDoVps50j,Vou Lembrar,Wanessa,Neutral,2020,0.446,0.481,
5M3fwfHhpHn6Lt4CCU1vxM,"Vavox Stabat Mater, Pt. 2",Vavox,Neutral,2015,0.042,0.521,
5ziNmiVs5HxAykG09oiyaM,Muons,Quantum Trio,Neutral,2017,0.483,0.291,
1ZonHJSIfYH5D71kRkBuOg,Paper Scissors,Morgan Saint,Neutral,2018,0.113,0.529,
48XkVAagIoQHCsOlJtXUd5,still feel.,half•alive,Neutral,2019,0.715,0.516,
0BKNCZZOaL9MTl04CSVpFb,Jazz is a Four-Letter Word,Nicholas Payton,Neutral,2019,0.667,0.515,
27qIUYQOoAUk2JoiQLssBC,I'm Coming Back (To Try Again),Cowboy X,Neutral,2014,0.487,0.451,
5Bfxcgo89rjn2ov25YjEQn,"Trio Sonata in C Major, RV 82 (Arr. for Mandolin, Violin, Cello & Lute): III. Allegro",Antonio Vivaldi,Neutral,2018,0.804,0.152,
5g5dwJD6zwXG81LRdEsnQr,The Temporary,Kate Teague,Neutral,2020,0.229,0.524,
4rJ5Aircj1i9R8ssURL4p4,Anna Marie,Susan Jacks,Neutral,2015,0.508,0.736,
3PGVf5SlJVHgz0zKC12pmq,Ava of Death,Eleine,Neutral,2020,0.51,0.917,
3RB1saFOQah2etlgv74rvG,Marketing Political Campaigns,Noam Chomsky,Neutral,2014,0.474,0.508,
5L1ced05Tvl7QCRjb7sHes,You're Not Alone,Semisonic,Neutral,2020,0.512,0.716,
6dMYrhLA9yp0yCPKEvBhWd,Aya,Ametek de Kemet,Neutral,2020,0.533,0.838,
68fU2qwiCr7eHdfdVvAQn6,Cool It Down (feat. Amber Coffman),Riff Raff,Neutral,2014,0.54,0.886,
2ZC1RER96N2bVKX1XKT4GZ,Back in the Building,Daforce,Neutral,2015,0.153,0.51,
7exgv5vygih2gVOQnPvgeZ,Mera tid,Dani M,Neutral,2018,0.543,0.643,
1oLNiCEDdocJ59lgI43OVG,El Muchacho y el Potro,Los Cadetes De Linares,Neutral,2016,0.93,0.505,
2nT7h8I2r9KFtU0ZXNNoB9,Life of Whodeywant,Adamn Killa,Neutral,2020,0.694,0.408,
6Lm5iiZXCv4GhYymWSqUBW,Top Ten,Gregory Isaacs,Neutral,2017,0.805,0.444,
0sF7D4wWft3GzMHiGEFU8L,Better Hurry Up,Caleb Caudle,Neutral,2020,0.583,0.447,
0naXiFQ9eQgXucon7Cfdgl,Frossira (Country Road),Leni Stern,Neutral,2012,0.967,0.317,
6RSteASwZjh5wnUFYwcQmb,How Many Times,Gina Sicilia,Neutral,2018,0.399,0.548,
265KXvQK9FVXgbtQnC9OSt,Lotta Love,The Other Guys,Neutral,2020,0.539,0.331,
7tgiYgb99ha5QhDTCReI3b,"Cello Suite No. 2 in D Minor, BWV 1008 (Arr. J. McFadden for Guitar): II. Allemande",Johann Sebastian Bach,Neutral,2020,0.71,0.116,
2mEiX1aoVJecD37oopnmIH,"String Quartet No. 8 in E Major, Op. 2 No. 2, Hob.III:8",Franz Joseph Haydn,Neutral,2015,0.839,0.156,
4znVEx7VGXY9XHCg6dcGqL,Rossini's The Barber of Seville,The Great Kat,Neutral,2017,0.496,0.911,
5vQctmBxi79lyQoc2DDAsP,Love Now (feat. All About She),Calvin Harris,Neutral,2014,0.464,0.674,
2EpuY5yAyiEWBr36dUHwaP,Pasta,Angie McMahon,Neutral,2019,0.395,0.452,
67msHOcb58J1VeAbgWNV3A,Love Is Red,Lynn Miles,Neutral,2013,0.551,0.392,
1d3U8nb9lvHRfPEurbfiry,Believe In Yourself (The Arthur Theme Song),The Magic Gang,Neutral,2020,0.504,0.508,
4c8TAgNiNTCbXmijfESwrD,"Cello Sonata in B-Flat Major, Op. 14 No. 6, RV 46 (Arr. for Double Bass & Piano): IV. Allegro",Antonio Vivaldi,Neutral,2018,0.786,0.114,
7pNrz2Va74OZAwscDZ0ulx,Swear,The Icebergs,Neutral,2017,0.627,0.452,
3pRCFRZxaZs7QhuOLviUFm,Response to Photographs,Grass Widow,Neutral,2012,0.483,0.006,
5HbjU6HJqzA52fi1oOEEaL,gray,Cö Shu Nie,Neutral,2019,0.319,0.467,
6MmeMr5gT9B6zJqIMNWA9r,Beer-Drinking Polka,Flaco Jimenez,Neutral,2019,0.947,0.443,
5U2QEzXLS1URv6vAZ1pAO8,"Sonata No. 2 in A Major, Op. 12/2: Allegro vivace",Ludwig van Beethoven,Neutral,2014,0.494,0.118,
0oa3BudDuHzbepmxGx5UCd,"Chapultepec ""Obertura republicana"" (Version for Wind Orchestra): I. Marcha provinciana",Carlos Chávez,Neutral,2018,0.784,0.33,
3hTb1cIVpHM476w3LM51Uc,Angry Birds Seasons: Trick or Treat (Halloween Level),Game Tunes,Neutral,2013,0.472,0.455,
3x7C30mHeQ6suh0Tbi2AqU,The Jolly Pinder of Wakefield,The Foxglove Trio,Neutral,2015,0.966,0.273,
5EGmJhcYfn2Fl17SPR16lf,Out of My Misery,Libby Koch,Neutral,2016,0.343,0.487,
6h9dISSKTLV7gMHiabDpKx,Celebrate the Day,Terry Grosvenor,Neutral,2015,0.604,0.433,
5o9A2iXDLil6G8yXFO6ebY,Go to New Orleans,The Spirit Of New Orleans,Neutral,2013,0.843,0.464,
54EB8hSkVoXvelNaVLMpqd,WLAK,Swoope,Neutral,2012,0.465,0.761,
7HRsRHFulGVmJSPGsDqA3q,Friends R Family,Michael Patrick Kelly,Neutral,2017,0.469,0.762,
4TXXQFzXUmXG5WVWD1kdMi,Nr. 1 in C Major - Allegro Presto,Thomas Trondhjem,Neutral,2013,0.922,0.341,
41HiJ6MoIKI6qbM0fyzGtx,Mafia Hq,Pascal Michael Stiefel,Neutral,2017,0.462,0.38,
09dcIj6chpfZDFi4Rshm0H,The Tavern,Greenrose Faire,Neutral,2015,0.537,0.517,
1hXN2bFsOmux03bcZfvDYR,Supposed to Be You,Sarah Snead,Neutral,2018,0.485,0.627,
0X2ptLwbyVmm8ahogrYgsa,Crow's Perch,black midi,Neutral,2019,0.143,0.469,
0vzCXbzm9uF8de11QWiaiH,Do or Die (feat. ELIPLM) - Bonus Track,Parris Chariz,Neutral,2020,0.405,0.53,
6B2enoSQxSITUe4Y84R5EF,Con el Viento,Jessie Reyez,Neutral,2019,0.464,0.255,
0J8vRvFMHJxNvhtrI2Gp7X,Nora ezean,Izaki Gardenak,Neutral,2013,0.219,0.51,
7CGMwdWZr0MBTuAjQ1hHF1,Dance Hero,ShatterRed,Neutral,2012,0.457,0.844,
4QK9a57yENn3p0YNydZJ4q,Ògógóro No Sweet Pass Pami,Mr Eazi,Neutral,2020,0.679,0.448,
1QVgCtC5o63tNUjq58sxAt,Corporate Media vs. National Media,Noam Chomsky,Neutral,2013,0.638,0.128,
2GOgcRDtgAELYkb9cdpjoC,Nos Pertenecemos,Grupo Yndio,Neutral,2014,0.683,0.529,
20Lp7AQ93pyUlNHZe218qe,Roll in My Sweet Baby's Arms,Loudon Wainwright III,Neutral,2018,0.692,0.459,
34ENDGuWBMtJsBmZT1wYH5,Candy Muscle,Marino Infantry,Neutral,2019,0.487,0.529,
7ASTfUsqFFAw3SqwHTUCtH,Ich halt die Luft an,Ina Müller,Neutral,2020,0.808,0.539,
5b5WvpsQfdBHmw1DhQgXTU,Kaua I Ka Holo,Na Palapalai,Neutral,2013,0.771,0.512,
3AYrKCgIOBhqJVzlvDtSSY,François sous la pluie,Mickey 3d,Neutral,2014,0.632,0.407,
25BLzHxHeMOXRAktMFPuL2,Restless,Buffering the Vampire Slayer,Neutral,2019,0.53,0.658,
341G0qqUb6ioC5CQ53yxUj,Lush,De La Noche,Neutral,2019,0.468,0.848,
2VZF36Q1LNN94W25Cdw6r7,Who Knows?,SwuM,Neutral,2019,0.129,0.514,
30nyo6oAwJfY2FmZRCBN39,"The Well-Tempered Clavier, Book 1: Fugue No. 1 in C Major, BWV 846",Johann Sebastian Bach,Neutral,2015,0.617,0.17,
3OQuhMAtJcnNSbnvx2JPWb,"Maskarade, FS 39, Act II: Act II: Luk op! Luk op! (Jeronimus, Arv, Doorman, Mask Vendor)",Carl Nielsen,Neutral,2015,0.527,0.101,
3QDl8nV6YKolTcoYEb3Q5l,Bebo,Burna Boy,Neutral,2020,0.458,0.687,
7hZ47D3UrSmTOAxiI4enMI,The Beckmanns,Momus,Neutral,2018,0.831,0.489,
7smC80IWIp4ksrRE21oKnb,High Horse,John Gorka,Neutral,2014,0.661,0.497,
41CK6MfQKSED7X815xosfx,Motivado,Cumbia Latin Band,Neutral,2012,0.518,0.885,
6NG3dqSMYUAiC97G1PBNuD,When the Night Comes,Joe Cocker,Neutral,2018,0.454,0.63,
4RnfMhMUMqHlrn4V6A3KfS,Legend Has It,Run The Jewels,Neutral,2016,0.467,0.564,
7f678hlp5x407MKlDvtCwt,The Gloating Sun,The Shins,Neutral,2019,0.54,0.531,
2d4vsr8evaLkHYLoUIvEWT,Exercise,Kosha Dillz,Neutral,2020,0.34,0.516,
2FpOskBIlfvX0zOE4HuUPT,Radius,Daniel Avery,Neutral,2018,0.289,0.513,
00Ui3AorVfKZjEtfkBLhNH,"String Quartet No. 3 in D Major, Op. 1 No. 3, Hob.III:3",Franz Joseph Haydn,Neutral,2015,0.555,0.134,
0AcFvkrjMP6KgeDAafLVeN,"Violin Sonata in A Minor, TWV 41:a1: II. Corrente. Vivace",Georg Philipp Telemann,Neutral,2018,0.962,0.439,
6ECj22GtQPpfFW9qNmLWku,New Rhumba,Manhattan School of Music,Neutral,2013,0.536,0.321,
0WbTifALYTZe4zVvu19sZD,Livsstil,Ant Wan,Neutral,2019,0.511,0.696,
5G3mNIL0vHiEGYoTu8TdNz,Zoom,Volker Kriegel,Neutral,2014,0.855,0.548,
1JMSvf5oXoR4huIlqW9pzI,The Lash for the Gun,Andy Lindquist,Neutral,2015,0.391,0.531,
068cInLEA0URHG5kD4WK2r,"Sonata, K. 183 in F Minor: Lento",Oopopi Symphony Orchestra,Neutral,2013,0.532,0.138,
0rUTyPXUrw2yTPJFy2yyp2,Take That Wander,Forest Sun,Neutral,2012,0.596,0.46,
27xa3SgsJMjPTzfPbfnHrs,The Weight,Aretha Franklin,Neutral,2014,0.672,0.465,
693qdKqu3Una4kVx7NVI65,Lovesick,The Bad Mitten Orchestre,Neutral,2012,0.79,0.473,
0T1VE4lW59JvGl8Euum8xa,Touch Red,Chromatics,Neutral,2020,0.085,0.511,
4IgbbwO8jET41LdFwPHQ8h,Piano Phase,Massimo Menotti,Neutral,2015,0.928,0.332,
5ex7xYZOtOQDaWrnrzd1lM,Mudslide,Andy T Band,Neutral,2017,0.533,0.832,
3NVIz0leOLaFESdYGDa1kT,P.O.T.U.S.,4snhs J Will,Neutral,2020,0.605,0.543,
6foxplXS0YEq8cO374Lty4,Gucci Gang,Lil Pump,Neutral,2017,0.675,0.533,
1iZrJO6fifinwpU3cD3700,Why?,Devin Townsend,Neutral,2019,0.395,0.467,
1xWMxbF7gbyJlrOZcCGw9z,"Pièces de clavecin, Vol. 1, Suite No. 6 in E-Flat Major: I. Prelude",Johann Mattheson,Neutral,2017,0.518,0.197,
3sbey11qVt6AQTzykhVzSZ,1993 - Remastered,The Deli,Neutral,2019,0.695,0.456,
2V6MZXJX2mqEMHXa5X1u2g,U & I,Måns Zelmerlöw,Neutral,2019,0.506,0.62,
5P7C97k7gXQTt0TUFEiESh,Doom and Gloom,Red Flag,Neutral,2012,0.484,0.984,
3OPjL98s8BWEPvpgJJlnNi,Navigate,Julian Gray,Neutral,2017,0.038,0.45,
2f88HKYQvNlzTBkdDhAQ8c,Clothes Encounters,Stemage,Neutral,2019,0.74,0.478,
2fGbvtdiDCedvX9MIboKaj,Serpentine,Rainy Day Crush,Neutral,2016,0.53,0.902,
1NyrsCdjvV7kKOpeMN9owS,"Weirdo me, who fell into love",takayan,Neutral,2020,0.679,0.484,
6Dykb3VkXD2ZarcbncAKvC,I am Dust,Hyperduck Soundworks,Neutral,2012,0.194,0.495,
2NrtoMXq2lyxCEMjFoFNMa,Rain Flakes,Perfume Monster,Neutral,2015,0.369,0.528,
0u0A1D0ZSt37u1K8e2DDWC,Spock on MUNI,Grass Widow,Neutral,2012,0.485,0.881,
2zpYLroyYAO0j2veo2JDqh,Moving On With My Heart,George Romeo,Neutral,2015,0.344,0.548,
1MhBk3075pVTwzgiFgNPdW,Council Estate,Hard Skin,Neutral,2013,0.524,0.822,
7xYujNKyzPN7flAdQ0a8Rw,Sad Song,Offenbach,Neutral,2012,0.511,0.68,
1O939F9b5Vl0owX9YWCVrC,Dead Alive - Flipped,The Shins,Neutral,2018,0.262,0.489,
0QNVCiHJR7wwQKwrKxDy1e,Hero,SISTERS,Neutral,2017,0.11,0.5,
3qvkw4E03OxkUyXfTRGW4k,"The Lark in the Clear Air, Pt. 1",Paul Walker & Karen Pfeiffer,Neutral,2018,0.632,0.305,
0Ah0SETQxHh911mOQWav7G,Time to Work,Steve Moore,Neutral,2017,0.058,0.549,
3CRe8KzjVhw3KfP4eAanPi,La Muerte Di Gardenier,Miracle Legion,Neutral,2016,0.541,0.727,
4zIluKsTbacNfYtwWPgeWV,Be My Lover,Alice Cooper,Neutral,2015,0.554,0.434,
4dABc4psNXoEnInSzAyqTc,Evasion,Atomik Circus,Neutral,2020,0.645,0.252,
7b9ljUBg0px3grgC9eRYtB,Creativity Boost,Extra Terra,Neutral,2019,0.034,0.504,
6TiWxGIucXdRzG7tctU8QO,Mistlefoot,The Apple Sisters,Neutral,2013,0.52,0.512,
3ZQ0Iqft3DTwSZP8dT9A4I,Daydream Believer,The Monkees,Neutral,2017,0.649,0.488,
1an3JuxakCklsLRppBxFLp,Dave’s Song,Whitney,Neutral,2016,0.357,0.466,
0wcw85XtEBjJHiF1gzKSov,Sunlight.,Jelani Imani,Neutral,2020,0.88,0.293,
4ELv59y72TeWWN54PKBDMK,The Fear Within,Lunatic Soul,Neutral,2014,0.065,0.515,
0aYiVnTIw0BVTdyK9CYkhd,sans.,Fifth House Ensemble,Neutral,2020,0.979,0.51,
1YlE4mfY3WoNWd8IJ3zdl4,Invisible,Max Barskih,Neutral,2012,0.491,0.692,
2ClEi2mFfo7MR61YGqSrxn,Bubborn,James Shinra,Neutral,2018,0.698,0.121,
7tzsSeZR69Jqcrl7Tzo8rK,Nr. 6 in d minor - Presto e Furioso,Thomas Trondhjem,Neutral,2013,0.456,0.194,
3pQGRu74pX8R3wx53DjWCS,observe,Hachigatsu Ni Yuki,Neutral,2019,0.492,0.587,
2EPCorjJGzIUQ7R9pYFnEO,Shiny Divider,Nicole Mitchell,Neutral,2017,0.226,0.501,
0xG4gdBtTlO6qHKPasdvZy,ART SCHOOL CRUSH,NNAMDÏ,Neutral,2013,0.814,0.481,
7cQZnSlQPNnp9XCL9CYryG,Zokuso,David Kuckhermann,Neutral,2012,0.613,0.28,
5hSHVYfsUEMX6JQhtBnIYG,Let's Go to War,Katie Malco,Neutral,2020,0.229,0.496,
4EYSqqwT9vyvS1IfIKEqQM,Sick Of Your Game,North Rebellion,Neutral,2020,0.46,0.912,
4Uy1AWYKAwvSVjOrAg03aT,Wait,Lil Ronny Motha F,Neutral,2017,0.37,0.48,
42w9LIQrJC6E5sd8c8YP0D,No Mas,Mugg Mann,Neutral,2020,0.503,0.531,
7qeS2aRrgfv3vHMSpKxHsb,Mirarhaciadentro,Flitter,Neutral,2015,0.504,0.925,
4vrXFUjxnO9A5Qm3HhiXMM,Mister Wise Guy,Emmaline,Neutral,2019,0.487,0.504,
6AoN4dgaaD0BRdV9xAPxXx,Sunshine and Mountains Get Me High,Rainbow Room,Neutral,2018,0.962,0.472,
31n9geH4FMdsjUjcPIcOcu,"Keyboard Suite No. 7 (Set I) in G Minor, HWV 432: V. Gigue",George Frideric Handel,Neutral,2013,0.921,0.452,
